line_id,station_id,station_name,longitude,latitude
3,ninos-heroes,Niños Héroes,-99.15036426521944,19.41948431019194
3,potrero,Potrero,-99.13201368299404,19.47719201148074
3,tlatelolco,Tlatelolco,-99.1431330841341,19.45505814280372
3,universidad,Universidad,-99.17393845558945,19.32435348289432
3,viveros-derechos-humanos,Viveros/Derechos Humanos,-99.17600108606379,19.35345902452469
3,zapata,Zapata,-99.16451029765572,19.37119178655439
4,bondojito,Bondojito,-99.11197677850316,19.46463120134616
4,canal-del-norte,Canal del Norte,-99.11613305076399,19.44894500797504
4,candelaria,Candelaria,-99.11942628579929,19.42876422371159
4,consulado,Consulado,-99.11390384847114,19.45801819921654
4,fray-servando,Fray Servando,-99.12053345294457,19.42159026688517
4,jamaica,Jamaica,-99.12174358812516,19.41091506041839
4,martin-carrera,Martín Carrera,-99.10436947745445,19.4850441446716
4,morelos,Morelos,-99.11815212250657,19.43966416489227
4,santa-anita,Santa Anita,-99.12169560425865,19.40289157270097
4,talisman,Talismán,-99.10801223861532,19.4743583148983
5,aragon,Aragón,-99.09620515376837,19.45125758843214
5,autobuses-del-norte,Autobuses del Norte,-99.14065073858234,19.47907089590875
5,consulado,Consulado,-99.11353623147821,19.4551358749922
5,eduardo-molina,Eduardo Molina,-99.10529969848143,19.45139751377978
5,hangares,Hangares,-99.08813377459762,19.42434990786488
5,instituto-del-petroleo,Instituto del Petróleo,-99.14470974913316,19.48933930933429
5,la-raza,La Raza,-99.13651565050566,19.46966647058579
5,misterios,Misterios,-99.1302395703195,19.4631121956633
5,oceania,Oceanía,-99.08687292405605,19.44502048612666
5,pantitlan,Pantitlán,-99.07432880808665,19.41510477347348
5,politecnico,Politécnico,-99.14920599260093,19.50067869865116
5,terminal-aerea,Terminal Aérea,-99.08807623735903,19.43426510178293
5,valle-gomez,Valle Gómez,-99.11949099066608,19.45887213980702
6,deportivo-18-de-marzo,Deportivo 18 de Marzo,-99.12530365865987,19.48348201727307
6,el-rosario,El Rosario,-99.19976981622266,19.5046301436021
6,ferreria-arena-ciudad-de-mexico,Ferrería/Arena Ciudad de México,-99.17415168259645,19.49067342905216
6,instituto-del-petroleo,Instituto del Petróleo,-99.14812599880902,19.4910442313785
6,la-villa-basilica,La Villa/Basílica,-99.11836926186176,19.48173580826725
6,lindavista,Lindavista,-99.135071417918,19.4881129877919
6,martin-carrera,Martín Carrera,-99.10747531268115,19.48293882153488
6,norte-45,Norte 45,-99.16299035407454,19.48867141350582
6,tezozomoc,Tezozómoc,-99.19602298699967,19.49489516408245
6,uam-azcapotzalco,UAM-Azcapotzalco,-99.18626730878705,19.49090814292121
6,vallejo,Vallejo,-99.15600430946392,19.48984778693472
7,aquiles-serdan,Aquiles Serdán,-99.19535232730325,19.49064014278564
7,auditorio,Auditorio,-99.1920289044083,19.42576382554425
7,barranca-del-muerto,Barranca del Muerto,-99.18926370689458,19.36150156328658
7,camarones,Camarones,-99.19003757146507,19.4791115426839
7,constituyentes,Constituyentes,-99.19135185542875,19.41177086619425
7,el-rosario,El Rosario,-99.20011586528997,19.50473787443692
7,mixcoac,Mixcoac,-99.18758241553665,19.37625650166226
7,polanco,Polanco,-99.1909251080933,19.43355313562314
7,refineria,Refinería,-99.1905055272923,19.46947289434234
7,san-antonio,San Antonio,-99.18661355277949,19.38433767025257
7,san-joaquin,San Joaquín,-99.19176696408843,19.44500753968244
7,san-pedro-de-los-pinos,San Pedro de los Pinos,-99.1858059348452,19.39149177284933
7,tacuba,Tacuba,-99.18716900417594,19.45823475875799
7,tacubaya,Tacubaya,-99.18675445901168,19.40219021827544
8,aculco,Aculco,-99.1077035934306,19.37321141061217
8,apatlaco,Apatlaco,-99.10949014642031,19.3790998138262
8,atlalilco,Atlalilco,-99.10130942995006,19.35608448367419
8,bellas-artes,Bellas Artes,-99.14042072784983,19.43701291221674
8,cerro-de-la-estrella,Cerro de la Estrella,-99.08561607648716,19.35604787250054
8,chabacano,Chabacano,-99.13375133526755,19.41020749107559
8,constitucion-de-1917,Constitución de 1917,-99.06379884994618,19.34596840592824
8,coyuya,Coyuya,-99.11348043121852,19.39830289571491
8,doctores,Doctores,-99.14318940867469,19.42154561157712
8,escuadron-201,Escuadrón 201,-99.10948498429173,19.3648364116397
8,garibaldi-lagunilla,Garibaldi/Lagunilla,-99.13900441274583,19.44400128850085
8,iztacalco,Iztacalco,-99.11211173088554,19.38828875746519
8,iztapalapa,Iztapalapa,-99.09344907670477,19.3578249372119
8,la-viga,La Viga,-99.1262690624544,19.40670943440435
8,obrera,Obrera,-99.14403796372382,19.41324037620936
8,salto-del-agua,Salto del Agua,-99.14185174647427,19.42771829769795
8,san-juan-de-letran,San Juan de Letrán,-99.14125061054364,19.43158044903603
8,santa-anita,Santa Anita,-99.12065723966121,19.40412343431589
8,uam-i,UAM-I,-99.07481741890497,19.35105616685729
9,centro-medico,Centro Médico,-99.15602793921477,19.40656135327755
9,chabacano,Chabacano,-99.13397299201031,19.40851453448194
9,chilpancingo,Chilpancingo,-99.16851936424604,19.4059298588274
9,ciudad-deportiva,Ciudad Deportiva,-99.0912519463776,19.40843398224048
9,jamaica,Jamaica,-99.12234976018911,19.40910312787644
9,lazaro-cardenas,Lázaro Cárdenas,-99.14462826288435,19.40721827383873
9,mixiuhca,Mixiuhca,-99.11296847676732,19.4083714401572
9,pantitlan,Pantitlán,-99.07220534490074,19.41535116891581
9,patriotismo,Patriotismo,-99.1789225975409,19.40610899290181
9,puebla,Puebla,-99.08238587967575,19.40719214298364
9,tacubaya,Tacubaya,-99.18776109100934,19.40146057990406
9,velodromo,Velódromo,-99.10315771222376,19.40853928635404
A,acatitla,Acatitla,-99.00567271685955,19.36471739039622
A,agricola-oriental,Agrícola Oriental,-99.06956646430945,19.40461889593135
A,canal-de-san-juan,Canal de San Juan,-99.05942280066026,19.39876293119974
A,guelatao,Guelatao,-99.03565960069986,19.38515388746356
A,la-paz,La Paz,-98.96093725042675,19.35056157213334
A,los-reyes,Los Reyes,-98.97686678250444,19.35903746198999
A,pantitlan,Pantitlán,-99.07192293715731,19.41529752454193
A,penon-viejo,Peñón Viejo,-99.01705483641234,19.37330505178901
A,santa-marta,Santa Marta,-98.99517832323626,19.36030504737167
A,tepalcates,Tepalcates,-99.04632939735716,19.39127649496007
B,bosque-de-aragon,Bosque de Aragón,-99.0692886960206,19.45809477296386
B,buenavista,Buenavista,-99.15235137742634,19.44618590335965
B,ciudad-azteca,Ciudad Azteca,-99.0275097173377,19.53451306511141
B,deportivo-oceania,Deportivo Oceanía,-99.07933423067036,19.45101109725966
B,ecatepec,Ecatepec,-99.0360693374375,19.51512508271377
B,garibaldi-lagunilla,Garibaldi/Lagunilla,-99.13786566485716,19.44388963210198
B,guerrero,Guerrero,-99.14613872738674,19.44514483254338
B,impulsora,Impulsora,-99.0489571600943,19.48575322300142
B,lagunilla,Lagunilla,-99.13023042923575,19.44322004182766
B,morelos,Morelos,-99.11956876702453,19.43916662728133
B,muzquiz,Múzquiz,-99.0420671972603,19.5014903283564
B,nezahualcoyotl,Nezahualcóyotl,-99.05461333650334,19.472885633632
B,oceania,Oceanía,-99.08721732565787,19.44569482695853
B,olimpica,Olímpica,-99.03334249438895,19.52134493422845
B,plaza-aragon,Plaza Aragón,-99.03018454966082,19.52847589385372
B,ricardo-flores-magon,Ricardo Flores Magón,-99.10370874117547,19.43656537337327
B,rio-de-los-remedios,Río de los Remedios,-99.04678664175502,19.49068867558507
B,romero-rubio,Romero Rubio,-99.09420167473102,19.44083535416549
B,san-lazaro,San Lázaro,-99.11296097266766,19.43237093458649
B,tepito,Tepito,-99.12406744029855,19.44278939129542
B,villa-de-aragon,Villa de Aragón,-99.06138196686965,19.46167079194484
